Sentence,rank
"""Managed Services engineers see a broad range of activities across cloud application and security domains, from integration tasks (such as key management and logging) to security response (advising during triage, analysis, and remediation) to providing analysis and insights through advanced reporting""
",1
"""They also consult with internal functions, both technical (such as support and R&D) and business (such as account executives and renewals)""
",1
"""Expertise with all aspects of the Imperva Cloud Application Security platform""
",1
"""Provide comprehensive service to our customers, including proactive monitoring, configuration, and integration assistance""
",1
"""Act as a trusted advisor, providing a high quality of troubleshooting, investigation, and consultation when requested by customers""
",1
"""Work with internal Imperva support, research, development and product functions to deliver actionable intelligence that will inform future product enhancements""
",1
"""Take ownership of problems, coordinating with other team members and driving toward resolution""
",1
"""Act as a subject matter expert for Imperva's Cloud products, troubleshoot complex security issues, and lead the team""
",1
"""Five (5) + years’ experience in tech support, networking, or IT security""
",1
"""One (1) or more professional certifications - AWS Solutions Architect Associate, Security+, CCNA, etc""
",1
"""Domain knowledge of WAN, web applications, and associated protocols (HTTP/S, SSL, DNS, TCP/IP)""
",1
"""2+ years hands on experience and skills with Python scripting/programming and automation tools (Bash acceptable)""
",1
"""Analytical and problem-solving mindset with the drive to research and learn in pursuit of solutions""
",1
"""Ability to work independently as a confident advisor and consultant while coordinating with a team""
",1
"""Developed soft-skills capable of supporting customers and comfortable with presenting and leading calls""
",1
"""Experience with cloud infrastructure such as AWS and Azure""
",1
"""An advantage - Familiarity with common web technology concepts such as HTML, Javascript, JSON, and REST APIs""
",1
"""Familiarity with common web application security concepts such as the OWASP Top 10""
",1
"""Relevant education degrees or professional certifications are desirable""
",1
"""Imperva is an equal opportunity employer""
",1
"""All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, ancestry, pregnancy, age, sexual orientation, gender identity, marital status, protected veteran status, medical condition or disability, or any other characteristic protected by law""
",1
"""Moon Active is one of the world's fastest-growing mobile game companies, providing entertainment to millions of active users across the universe""
",1
"""The company is headquartered in the heart of Tel Aviv""
",1
"""We're looking for a talented Backend Developer to join our amazing R&D growing team""
",1
"""Our engineering team is responsible for building complex, high-scale, real-time systems, working closely with other parts of the business to support the marketing activities for our popular games""
",1
